Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
934,5428,US,"This sports a blue label, to differentiate it from the winery's estate bottling. It's dark and toasty, with robust black-cherry fruit, along with strong notes of charcoal, espresso and vanilla. There's nothing subtle here, but should work well with Korean ribs.",Blue Label,88,20,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Troon 2013 Blue Label Zinfandel (Applegate Valley),Zinfandel,Troon,https://images.vivino.com/thumbs/cfc3orDSR8KPEb0UKCKRzA_150x200.jpg,"['wood', 'smoky', 'coffee', 'berry', 'vanilla']",red,2013,sport blue label differentiate winery estate bottle dark toasty robust black cherry fruit strong note charcoal espresso vanilla subtle work korean rib,Outlier/Not Classified
935,52766,France,"This is a strongly herbal wine. Its acidity and crisp texture give it great lift, bringing out lively fruitiness and a green fruit aftertaste. Drink now.",Château les Jouberts Prestige,86,13,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Les Vignerons de Tutiac 2016 Château les Jouberts Prestige  (Blaye Côtes de Bordeaux),Bordeaux-style White Blend,Les Vignerons de Tutiac,https://images.vivino.com/thumbs/K25aZQSjQMu_Sg5h5dUQTQ_pb_x600.png,['herbs'],white,2016,strongly herbal wine acidity crisp texture great lift bring lively fruitiness green fruit aftertaste drink,Concentrated and Fruity
936,46706,France,"This is a really fragrant wine, with white hedgerow flowers that introduce its rich, full body. It has just a touch of sweetness from the ripe pear and quince flavors, although the texture also has a fine edge of minerality. Age for another 1–2 years.",Eichberg Grand Cru,91,35,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Zinck 2009 Eichberg Grand Cru Riesling (Alsace),Riesling,Domaine Zinck,https://images.vivino.com/thumbs/HUPUnwIoTzeNp6J7D4CJTA_pb_x600.png,"['flowers', 'mineral', 'fruit']",white,2009,fragrant wine white hedgerow flower introduce rich body touch sweetness ripe pear quince flavor texture fine edge minerality age 1–2 year,Outlier/Not Classified
937,9351,US,"Aside from hints of dark wild raspberries, this entry-level, second-label wine by Norm Yost doesn't offer overt fruit on the nose, instead showing graphite, dark earth and crushed rocks. Earthy flavors of beet juice and juniper show a slightly sour side, making for an interesting wine, if not completely delicious",,89,26,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,YNOT 2013 Pinot Noir (Santa Barbara County),Pinot Noir,YNOT,https://images.vivino.com/thumbs/00pq4xbvmx6sz_150x200.jpg,['mineral'],red,2013,aside hint dark wild raspberry entry level second label wine Norm Yost offer overt fruit nose instead show graphite dark earth crush rock earthy flavor beet juice juniper slightly sour make interesting wine completely delicious,Structured and Toasty
939,3833,France,"Mango aromas and flavors give a sense of the sweetness of the wine. It is rich and full bodied, with spice and pepper notes just hinting at acidity. Keep the wine for 3–5 years.",Brand Grand Cru,93,32,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Ehrhart 2010 Brand Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Ehrhart,https://images.vivino.com/thumbs/r3QyQk04TSa9nQk44eguxQ_pb_x600.png,['spice'],white,2010,Mango aroma flavor sense sweetness wine rich bodied spice pepper note hint acidity wine 3–5 year,Concentrated and Fruity
940,121578,US,"Aromas of crème brûlée, apple, vanilla and spice lead to broad-feeling fruit flavors speckled with barrel accents. It's a very pleasing, well-priced offering of the variety.",Traditions,89,13,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Milbrandt 2015 Traditions Chardonnay (Columbia Valley (WA)),Chardonnay,Milbrandt,https://images.vivino.com/thumbs/w5LjUJU3TdG96fBTgk6PUA_pb_x600.png,"['spice', 'vanilla', 'fruit']",white,2015,Aromas crème brûlée apple vanilla spice lead broad feel fruit flavor speckle barrel accent pleasing price offering variety,Outlier/Not Classified
942,16432,Austria,"A slightly green edge adheres to the zesty yellow grapefruit notes on the nose, the palate is light-bodied but fizzes with freshness and crunchy acidity. Drink soon.",Ried Steinertal Smaragd,89,39,Wachau,,,Anne Krebiehl MW,@AnneInVino,Tegernseerhof 2014 Ried Steinertal Smaragd Riesling (Wachau),Riesling,Tegernseerhof,https://images.vivino.com/thumbs/ixWwL8HKTRyDI70ml_4GbQ_pb_x600.png,"['citrus', 'fruit']",white,2014,slightly green edge adhere zesty yellow grapefruit note nose palate light bodied fizz freshness crunchy acidity drink soon,Outlier/Not Classified
943,5464,US,"There are some lean, green peppercorn, mint and herb flavors that suggest unripeness. The chilly vintage appears to have taken its toll, despite some well-oaked raspberry and cherry lushness. Drink up.",La Encantada Vineyard,86,50,California,Sta. Rita Hills,Central Coast,,,Longoria 2011 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Longoria,https://images.vivino.com/thumbs/U3dcabhzQMilAHiYPQwOLw_150x200.jpg,"['wood', 'herbs', 'fruit', 'berry', 'spice']",red,2011,lean green peppercorn mint herb flavor suggest unripeness chilly vintage appear take toll despite oake raspberry cherry lushness drink,Outlier/Not Classified
944,104382,Australia,"A unique blend of spice and blueberry sets this Shiraz apart from the pack, and it pulls away even further due to a lush, creamy texture and long, mouthcoating finish. There's great purity to the fruit, but enough peppery spice for complexity. Drink now–2016.",Single Vineyard,91,25,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Yangarra Estate Vineyard 2006 Single Vineyard Shiraz (McLaren Vale),Shiraz,Yangarra Estate Vineyard,https://images.vivino.com/thumbs/rKWQ-jGuRi-8X0O7T-6x-Q_pb_x600.png,"['spice', 'berry']",red,2006,unique blend spice blueberry set Shiraz apart pack pull away lush creamy texture long mouthcoating finish great purity fruit peppery spice complexity drink now–2016,Outlier/Not Classified
946,126721,Italy,"This sparkler opens with a very pale golden color and lively bubbling. But looks can be deceiving because its intense aromas are anything but plain: Sweet floral tones mingle with peach, herbal notes and bee's wax.",Dry Millesimato,86,21,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Montesel Renzo 2006 Dry Millesimato  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Montesel Renzo,https://images.vivino.com/thumbs/I4_DhVYnQyy7F38QyE390A_150x200.jpg,"['flowers', 'herbs', 'fruit']",sparkling,2006,sparkler open pale golden color lively bubble look deceive intense aroma plain sweet floral tone mingle peach herbal note bee wax,Crisp and Citrusy
947,47895,US,"The immediate impression is of savory umami aromas pierced with pine needle and sage highlights. Red and black licorice, along with sweet cured meats, bring complexity to fruit flavors of berry, cherry and plum. Toss in Provençal spices, coffee grounds and the classic Cayuse earthiness that continues through a deep, firm, beautifully defined finish. Drink now through 2030.",En Cerise Vineyard,98,75,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Cayuse 2011 En Cerise Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Cayuse,https://images.vivino.com/thumbs/BiLebT_LTfylkMhzkFRWdg_pb_x600.png,"['smoky', 'herbs', 'fruit', 'coffee', 'mineral', 'berry', 'spice']",red,2011,immediate impression savory umami aroma pierce pine needle sage highlight red black licorice sweet cure meat bring complexity fruit flavor berry cherry plum Toss Provençal spice coffee ground classic cayuse earthiness continue deep firm beautifully define finish drink 2030,Outlier/Not Classified
948,63821,US,"A buttery aroma leads to rich butterscotch flavors and a buttery finish, too. But then there's more with each sip. The wine is dry but easy on the palate, and reveals tasty apple, almond and toasted walnut flavors with time. These all add complexity and lift it well above the ordinary. Made with certified Biodynamic grapes.",The Roost Blue Heron Vineyard,92,45,California,Mendocino County,,Jim Gordon,@gordone_cellars,Bonterra 2012 The Roost Blue Heron Vineyard Chardonnay (Mendocino County),Chardonnay,Bonterra,https://images.vivino.com/thumbs/IoW71l7CTymwmIVUfD1-RA_pb_x600.png,"['butter', 'nuts', 'fruit']",white,2012,buttery aroma lead rich butterscotch flavor buttery finish sip wine dry easy palate reveal tasty apple almond toast walnut flavor time add complexity lift ordinary certify biodynamic grape,Outlier/Not Classified
949,84820,France,"Produced from vines mainly planted in the 1970s, this is a concentrated dark wine. Rich and ripe, it has powerful tannins mingled with beautifully perfumed fruits. The wine is dense and packed with floral fruitiness as well as fine, sweet tannins. Drink from 2025.",,95,973,Burgundy,Musigny,,Roger Voss,@vossroger,Domaine Jacques Prieur 2014  Musigny,Pinot Noir,Domaine Jacques Prieur,https://images.vivino.com/thumbs/DRxndUY7Sv6-JUlp71s0Ug_pb_x600.png,['flowers'],red,2014,produce vine mainly plant 1970 concentrated dark wine rich ripe powerful tannin mingle beautifully perfume fruit wine dense pack floral fruitiness fine sweet tannin drink 2025,Concentrated and Fruity
950,124981,Argentina,"Rubber and savory berry aromas lead it off. The palate shows good texture and overall smoothness, with round cassis and plum flavors. Very competent and solid on the finish, with toasty, warming afternotes and only a slight tannic grab. Textbook Malbec given the price range.",Ambar 1907,88,18,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Andes Grapes 2006 Ambar 1907 Malbec (Mendoza),Malbec,Andes Grapes,https://images.vivino.com/thumbs/default_label_150x200.jpg,"['fruit', 'berry']",red,2006,rubber savory berry aroma lead palate show good texture overall smoothness round cassis plum flavor competent solid finish toasty warm afternote slight tannic grab Textbook Malbec give price range,Spicy and Aromatic
951,129397,US,"Marimar Torres frankly calls the planting of these 2 varieties in her estate vineyard, which had previously been to Pinot Noir and Chardonnay, experimental. Much work needs to be done to perfect them. The wine, as it stands, is dry and acidic and one-dimensional in cherry and currant fruit. It requires greater levels of complexity and nuance.",Don Miguel Vineyard Syrah-Tempraillo,85,32,California,Russian River Valley,Sonoma,,,Marimar Estate 2005 Don Miguel Vineyard Syrah-Tempraillo Red (Russian River Valley),Red Blend,Marimar Estate,https://images.vivino.com/thumbs/1356176261_2944_150x200.jpg,['berry'],red,2005,Marimar Torres frankly call planting 2 variety estate vineyard previously Pinot Noir Chardonnay experimental work need perfect wine stand dry acidic dimensional cherry currant fruit require great level complexity nuance,Outlier/Not Classified
952,65073,Italy,"Restrained at first on the nose, this wine eventually reveals black fruit, cooking spice and underbrush aromas. The simple palate offers dried blackberry and tobacco hints while smooth tannins provide easygoing support. Drink soon.",Castelvero Alasia,86,11,Piedmont,Barbera d'Asti Superiore,,Kerin O’Keefe,@kerinokeefe,Araldica 2015 Castelvero Alasia  (Barbera d'Asti Superiore),Barbera,Araldica,https://images.vivino.com/thumbs/Ou2mTyfaQVKrrNXnyx0RlA_pb_x600.png,"['smoky', 'spice', 'berry']",red,2015,restrain nose wine eventually reveal black fruit cooking spice underbrush aroma simple palate offer dry blackberry tobacco hint smooth tannin provide easygoing support drink soon,Spicy and Aromatic
955,32153,Portugal,"Solid and chunky, a wine that fills the mouth with its attractive red fruits, structured tannins and a general juicy feel. A fine barbecue wine.",Bigode,86,8,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2009 Bigode Red (Lisboa),Portuguese Red,DFJ Vinhos,https://images.vivino.com/thumbs/4eBP3s4NRJ691YLae08_JQ_pb_x600.png,[],red,2009,solid chunky wine fill mouth attractive red fruit structured tannin general juicy feel fine barbecue wine,Outlier/Not Classified
958,36605,US,"This is the deal of the century for wine made at this level from vines dating back as far as 1881, the wine sourced from two sites, the Saitone and Banfield ranches. Yeasty baked bread and juicy strawberry commingle around black currant and blood orange, the texture smoothly seductive, with a cradling of dried herb as a back note.",Old Vines,92,28,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Carlisle 2013 Old Vines Zinfandel (Russian River Valley),Zinfandel,Carlisle,https://images.vivino.com/thumbs/osGkKpJ_SRCKvFP8Cs6MeA_150x200.jpg,"['smoky', 'herbs', 'citrus', 'berry']",red,2013,deal century wine level vine date far 1881 wine source site Saitone Banfield ranch Yeasty bake bread juicy strawberry commingle black currant blood orange texture smoothly seductive cradling dry herb note,Concentrated and Fruity
959,117586,Australia,"It's dark and inky in color and concentration, filled with superripe blackberry and plum fruit edged in chocolate and mint, but it seems to lack a bit of richness and texture on the midpalate despite its 15.2% alcohol. Ends with vanilla and tangy fruit and a touch of warmth. Drink now–2015.",Lily's Garden,89,60,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Two Hands 2006 Lily's Garden Shiraz (McLaren Vale),Shiraz,Two Hands,https://images.vivino.com/thumbs/-g4W0l7jSW-vmeKotc8gXg_pb_x600.png,"['chocolate', 'fruit', 'coffee', 'berry', 'vanilla']",red,2006,dark inky color concentration fill superripe blackberry plum fruit edge chocolate mint lack bit richness texture midpalate despite 15.2 alcohol end vanilla tangy fruit touch warmth Drink now–2015,Outlier/Not Classified
961,52842,US,"Aromas of blue fruit intermingle with vanilla and wood spice. The palate is lush and forward, bringing a lot of enjoyment.",The Reserve,89,30,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2013 The Reserve Syrah (Horse Heaven Hills),Syrah,14 Hands,https://images.vivino.com/thumbs/603DeoNKSFWF8WsEUkHLqw_pb_x600.png,"['wood', 'spice', 'vanilla']",red,2013,Aromas blue fruit intermingle vanilla wood spice palate lush forward bring lot enjoyment,Spicy and Aromatic
962,59427,US,"From the warm Chiles Valley portion of Napa, this Zin is solidly in the New World, cult Cab style of softness and extreme ripeness. The flavors of milk chocolate flood the mouth, with fruit notes of cherries, currants and plums, as well as a mélange of spices in the finish.",Dalraddy Vineyard,85,27,California,Napa Valley,Napa,,,Tin Barn 2005 Dalraddy Vineyard Zinfandel (Napa Valley),Zinfandel,Tin Barn,https://images.vivino.com/thumbs/01r51xngcruiw_150x200.jpg,"['chocolate', 'fruit', 'coffee', 'berry', 'spice']",red,2005,warm Chiles Valley portion Napa Zin solidly New World cult Cab style softness extreme ripeness flavor milk chocolate flood mouth fruit note cherry currant plum mélange spice finish,Mellow and Light-Bodied
963,21343,Portugal,"A blend of four grapes, including Sauvignon Blanc and Viognier, the white Chaminé has a full feel to it. An open oily texture also preserves herbaceous crispness and a final burst of acidity.",Chaminé,86,13,Alentejano,,,Roger Voss,@vossroger,Cortes de Cima 2010 Chaminé White (Alentejano),Portuguese White,Cortes de Cima,https://images.vivino.com/thumbs/PWZyzxbsRGSrRG5Ju9mR_w_pb_x600.png,"['herbs', 'fruit']",white,2010,blend grape include Sauvignon Blanc Viognier white Chaminé feel open oily texture preserve herbaceous crispness final burst acidity,Crisp and Citrusy
