,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year
913,1175,87497,US,"Spicy and fresh, this clean and fruity wine displays flavors of jicama, melon and pear. It's a simple, straightforward, well made, fruit-driven wine for every day enjoyment.",,87,15,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Mercer 2012 Pinot Gris,Pinot Gris,Mercer,http://res.cloudinary.com/winecom/image/upload/137824,"['fruit', 'pear']",white,2012
914,1176,45034,Portugal,"From a year in which only single quinta vintage Ports were produced, this is a hugely concentrated toffee and dried fruit wine. It is rich with sweetness and a dense texture that is balancing complex flavors against the drier wood-aging flavors. It has been bottled just at the right stage of its development, rich and dense. Drink this beautiful wine now.",Special Edition Tawny,94,240,Port,,,Roger Voss,@vossroger,Kopke 1965 Special Edition Tawny,Port,Kopke,https://bestofwines.com/wine-images/tmp/8973_big.jpg,['fruit'],dessert,1965
915,1177,124182,Australia,"The hints of menthol and cherry on the nose are appropriately restrained for the style. This medium-bodied wine is still tight and young, but should blossom after 2020, based on the length of its mouthwatering finish.",Vat 9,90,67,New South Wales,Hunter Valley,,Joe Czerwinski,@JoeCz,Tyrrell's 2013 Vat 9 Shiraz,Shiraz,Tyrrell's,https://cdn.ct-static.com/labels/3790fd62-cb0c-4894-9bb5-f207b1aab374.jpg,['cherry'],red,2013
916,1178,16314,US,"Named for the winery's co-proprietor and founder, Lynn's is powerfully graceful, much like the man himself, offering seamless texture and length. Full bodied and complex, it's structured and ripely satisfying in its mix of black tea, grenadine and feral evocations of a walk in the woods.",Lynn's Blend Quail Hill Vineyard,94,85,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2014 Lynn's Blend Quail Hill Vineyard Pinot Noir,Pinot Noir,Lynmar,https://cdn.ct-static.com/labels/19c76fa1-2680-49d5-8abf-f595a82a8e1a.jpg,[],red,2014
917,1179,99337,US,"Full and plush on the palate, this wine shines in spicy red and black cherry, offering both a juicy core and sculpted texture. Finishing long, it retains a freshness of acidity, fine tannin and seamless oak. A dark, earthy expression of the grape with a twist of spice.",Rochioli Riverblock Vineyard,95,82,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Rochioli Riverblock Vineyard Pinot Noir,Pinot Noir,Williams Selyem,https://eyw6hgnhuus.exactdn.com/wp-content/uploads/2014/12/8in_72dpi_WS_14_RochioliPN_Working.jpg?strip=all&lossy=1&ssl=1,"['cherry', 'oak', 'spice', 'earth']",red,2014
918,1180,20452,Portugal,"Spanish producer Vicente Gandia has made a foray into Portugal with this ripely fruity and soft wine. It is fresh, herbal and spicy with attractive red berry fruits. It's been made to be drunk young and it's ready now.",Boâbrisa,85,10,Alentejano,,,Roger Voss,@vossroger,Vicente Gandia 2012 Boâbrisa Red,Portuguese Red,Vicente Gandia,https://www.wineenthusiast.com/wp-content/uploads/2024/08/08_24_Top_Ten_Collectible_Bordeaux_HERO_Millesima_Wine.com_1920x1280-290x191.jpg,"['fruit', 'berry', 'herb']",red,2012
919,1184,127288,US,"Whatever the Jackson family does in Santa Maria works quite well, including this wine. The wondrous nose shows chives, exotic pears, mandarin pith, sesame seeds, a touch of smoke and chalky grip. On the palate, flavors recall fried green apple peels, lemon juice, quince, star fruit and lemon pith.",Jackson Estate,92,28,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Kendall-Jackson 2013 Jackson Estate Chardonnay,Chardonnay,Kendall-Jackson,https://www.kj.com/dw/image/v2/BFTR_PRD/on/demandware.static/-/Sites-KJ-Library/default/dw24a66441/PLP/KJ_SHOP%20WINES_Collection_Jackson%20Estate_v3.png,"['fruit', 'apple', 'pear', 'lemon', 'smoke', 'lemon']",white,2013
920,1185,85405,US,"The wine, though true to variety, is approachable and soft, not oily. Round and fruity, with 1.7% residual sugar, this lush, forward style will meld comfortably with Asian fare.",,89,11,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Pacific Rim 2006 Gewürztraminer,Gewürztraminer,Pacific Rim,http://woodencork.com/cdn/shop/products/427014.png?v=1699067008,['fruit'],white,2006
921,1186,2513,US,"Sourced from the best barrels made at the winery in 2013, this off-dry reserve checks in with roughly 30 g/L residual sugar, and plenty of acidity to more than balance it out. It's sweet, tart and sappy, with concentrated, juicy flavors of Meyer lemon, grapefruit and tangerine. It feels full-bodied and roundly fruity, then continues to extend itself with concentrated details of mineral and acid. A wine of exceptional power and length.",Estates Reserve,95,32,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2013 Estates Reserve Riesling,Riesling,Trisaetum,https://shop.klwines.com/_next/image?url=https%3A%2F%2Fcdn.klwines.com%2Fimages%2Fskus%2Fshiner_white_x.jpg&w=256&q=75,"['fruit', 'lemon', 'mineral', 'lemon']",white,2013
922,1187,42064,France,"A concentrated, ripe wine, full of toasty new wood flavors as well as dark berry tannins and acidity. It is dense, full in the mouth and packed with ripe fruit. Drink from 2016.",Délice du Prieuré,88,50,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château le Prieuré 2011 Délice du Prieuré,Bordeaux-style Red Blend,Château le Prieuré,"https://www.wine-searcher.com/images/labels/06/92/11620692.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry']",red,2011
923,1188,61077,Italy,"Barbera is among the most food-friendly wines from one of the most unabashedly food-friendly countries on earth. This expression is elaborate and bright with plump fullness wrapped around a crisp, refreshing close.",Maggiora,88,25,Piedmont,Barbera d'Alba,,,,Attilio Ghisolfi 2006 Maggiora,Barbera,Attilio Ghisolfi,https://www.quintessentialwines.com/assets/client/File/Bottle%20Shots/Ghisolfi/Barbera_Maggiora/Ghisolfi_Barbera_d_Alba_NV_New_Bottle_Shot.png,"['earth', 'plum']",red,2006
924,1189,19927,France,"Mint and eucalypt aromas set the scene for a modern, polished wine, packed with wood tannins as well as ripe black fruits. Currently, the tannins are winning giving a wine that is dark, structured and dry. So give it at least five years.",Sélection Vieilles Vignes,89,35,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château Faizeau 2010 Sélection Vieilles Vignes,Bordeaux-style Red Blend,Château Faizeau,https://static.wineaccess.com/images/products/Bottle_Red_proper_size.png,['fruit'],red,2010
925,1190,128665,Italy,"This structured wine opens with aromas of leafy underbrush, toasted oak, roasted coffee beans and a whiff of raisin. The palate offers dried black cherry, mocha, espresso and vanilla alongside firm, fine-grained tannins.",Torre della Trappola,90,70,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Barone Ricasoli 2010 Torre della Trappola,Sangiovese,Barone Ricasoli,https://static.xtrawine.com/images/products/wines/ricasoli-brunello-di-m-torre-della-trappola-2010_8123_1.jpg,"['cherry', 'vanilla', 'oak', 'coffee']",red,2010
926,1191,60770,Spain,"Opens with grainy, whispy aromas of reedy raspberry and smoky blackberry. Feels tannic and aggressive, so it punches ahead with lively, firm flavors of raspberry, plum and strawberry. Finishes oaky, with vanilla and dill notes. Bold Rioja to drink now.",Conde de Valdemar Reserva,88,20,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Valdemar 2006 Conde de Valdemar Reserva,Tempranillo Blend,Bodegas Valdemar,https://images.vivino.com/thumbs/Rbcmm6YvRBGsqRrv-KTEcA_pb_x600.png,"['berry', 'vanilla', 'oak', 'plum']",red,2006
927,1193,109379,Australia,"A nicely textured if somewhat oaky Pinot Noir, with cherry fruit that just sufficient to support the plush coating of vanilla and cedar. Long and layered but oaky on the finish. Drink now and over the next couple of years.",,89,22,Victoria,Beechworth,,Joe Czerwinski,@JoeCz,Brokenwood 2010 Pinot Noir,Pinot Noir,Brokenwood,http://chrisshanahan.com/wp-content/uploads/Henri-Bourgogne.jpg,"['fruit', 'cherry', 'vanilla', 'oak']",red,2010
928,1194,119321,US,"Fuller in style, it boasts layers of coconut cream pie, fig and honey, with a swirl of vanilla lurking in there too. Mineral-rich, the finish revisits the creamy, baked fruit theme, lush and generous.",,88,39,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Fog Crest 2011 Chardonnay,Chardonnay,Fog Crest,https://www.fogcrestvineyard.com/assets/client/Image/post4-2.jpg,"['fruit', 'vanilla', 'nut', 'honey', 'mineral']",white,2011
929,1195,83200,US,"This wine is a blend of Merlot (58%), Cabernet Franc (22%), Cabernet Sauvignon (15%) and Petit Verdot. Brooding aromas of cherry, blackberry, wood spice, anise and bittersweet chocolate lead to dry, incredibly tightly wound tannins. It needs significant time in the cellar to soften a bit. Don't go near it until 2025 unless you give it an extended decant.",Epinette,91,95,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Force Majeure 2014 Epinette Red,Bordeaux-style Red Blend,Force Majeure,https://cdn11.bigcommerce.com/s-2ozph3dkpy/images/stencil/1280x1280/products/575279/508148/1770020017-01__89931.1682742144.jpg?c=1,"['berry', 'cherry', 'chocolate', 'spice']",red,2014
930,1196,114054,US,"Firm, generous and chalky, the tannins in this wine are profound and persistent, providing foundation for a layering of ripe, juicy black currant that's dusted in cedar and chocolate.",Reserve,90,210,California,Napa Valley,Napa,Virginie Boone,@vboone,ZD 2013 Reserve Cabernet Sauvignon,Cabernet Sauvignon,ZD,http://wineonsale.com/cdn/shop/products/ZD_Wines_Reserve_Cabernet.jpg?v=1544627552,['chocolate'],red,2013
931,1197,41064,US,"A tight, concentrated wine made in larger quantities than many of the producer's other Cabernets, this is approachable and medium bodied, featuring aromas and flavors of savory black tea and olive.",Estate Bottled,87,35,California,Napa Valley,Napa,Virginie Boone,@vboone,St. Supéry 2012 Estate Bottled Cabernet Sauvignon,Cabernet Sauvignon,St. Supéry,https://www.stsupery.com/wp-content/uploads/2022/11/DCDS-Woo.png,[],red,2012
932,1199,54550,Chile,"Jammy berry, oak and rubbery aromas are round and harmonious. In the mouth, this blend of Petit Verdot, Cabernet Sauvignon, Cabernet Franc and Carmenère is lively and electric, with raspberry, plum and cherry flavors resting in front of a smooth finish with vanilla and chocolaty flavors.",Block Selection Reserve Claret,88,12,Colchagua Valley,,,Michael Schachner,@wineschach,La Playa 2010 Block Selection Reserve Claret Red,Bordeaux-style Red Blend,La Playa,https://images.vivino.com/thumbs/bn2IyFh-Syat4wd1lJEHmg_pb_x600.png,"['berry', 'cherry', 'vanilla', 'oak', 'plum']",red,2010
933,1202,36528,France,"This is a fabulous wine from the greatest Champagne vintage so far this century. Still young, it blends almost equal amounts of Pinot Noir and Chardonnay fleshed out with Pinot Meunier. The minerality and the rich apple and green fruits are balanced, and acidity cuts into the wine with a pure, perfumed line of freshness. The wine could be drunk now, but it will age well into the the 2020s.",Brut,100,259,Champagne,Champagne,,Roger Voss,@vossroger,Krug 2002 Brut,Champagne Blend,Krug,https://static.millesima.com/s3/attachements/h531px/3041_2002_c.png,"['fruit', 'apple', 'mineral']",sparkling,2002
934,1203,39286,Italy,"A perfect wine from a classic vintage, the 2007 Masseto (100% Merlot from a 17-acre vineyard of the same name) opens with an unabashedly opulent bouquet of delicious blackberry, cherry, chocolate, vanilla, exotic spice and cinnamon. Masseto excels both in terms of quality of fruit and winemaking and delivers plush, velvety tannins and an extra long, supple finish. It will make a special and valuable collection to your cellar.",Masseto,100,460,Tuscany,Toscana,,,,Tenuta dell'Ornellaia 2007 Masseto Merlot,Merlot,Tenuta dell'Ornellaia,https://cdn.klwines.com/images/skus/1061042x.jpg,"['fruit', 'berry', 'cherry', 'chocolate', 'vanilla', 'spice']",red,2007
935,1204,42197,Portugal,This is the latest release of what has long been regarded as Portugal's iconic wine. And it is magnificent. The last vintage was the 2004 and the wait has now shown to be worthwhile. With its immense span and breadth of flavors and rich structure it is a superb manifestation of the great vineyards of the Douro Superior. Big bold fruits and acidity are matched by the tannins and concentration. Hold this for many years or at least wait until 2022.,Barca-Velha,100,450,Douro,,,Roger Voss,@vossroger,Casa Ferreirinha 2008 Barca-Velha Red,Portuguese Red,Casa Ferreirinha,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/259218_02cs_dectopcs17_3840.jpg,['fruit'],red,2008
936,1205,45781,Italy,"This gorgeous, fragrant wine opens with classic Sangiovese scents of violet, rose, perfumed red berry, new leather and a whiff of baking spice. The elegant, radiant palate delivers crushed Marasca cherry, ripe strawberry, cinnamon, black tea and a hint of pipe tobacco. Firm, ultrafine tannins and bright acidity offer an age-worthy structure and impeccable balance. It's already stunning but will evolve for decades. Drink 2020–2050.",Riserva,100,550,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Biondi Santi 2010 Riserva,Sangiovese,Biondi Santi,https://cdn.klwines.com/images/skus/1263005x.jpg,"['berry', 'cherry', 'spice', 'leather']",red,2010
937,1206,45798,US,"Tasted in a flight of great and famous Napa wines, this Cardinale stood at the head of the pack. Starts with a very fine nose of cedar, cassis, ripe blackberries and violets, then turns dramatic and refined in the mouth. Shows vast depth and length, with the finish a full minute of sweet fruits and spices. Marvelous tannins, so plush and elegant, so powerful yet refined. The grapes hail from Mt. Veeder, Howell Mountain, Stags Leap and Oakville, and the blend contains 14% Merlot. As good as it is now, it will improve for at least eight years.",,100,200,California,Napa Valley,Napa,,,Cardinale 2006 Cabernet Sauvignon,Cabernet Sauvignon,Cardinale,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/102655.jpg","['fruit', 'oak', 'spice', 'nut']",red,2006
938,1207,58352,France,"This is a magnificently solid wine, initially even a bit severe. At this young stage, the tannins dominate, but it's also full of black fruit notes. Very dense and concentrated, this is a wine that's even better than the legendary 2005. The structure tells of its extraordinary aging potential: don't even attempt to drink this for 10 years.",,100,150,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Barton 2010  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Barton,https://s3-eu-west-1.amazonaws.com/lw-bottles/Generic/A00000001216/3/A00000001216-V600X600.jpg,['fruit'],red,2010
939,1208,89728,France,"This latest incarnation of the famous brand is a superb wine. It is on par with, maybe even better than, the already legendary 2002. Its balance is impeccable: Apple and citrus flavors working with the tight minerality to give a textured yet fruity wine. Produced from Roederer's own vineyards which are mainly biodynamic, the wine has its own intense purity and crispness. It has amazing potential and is likely to age for many years. Drink from 2020.",Cristal Vintage Brut,100,250,Champagne,Champagne,,Roger Voss,@vossroger,Louis Roederer 2008 Cristal Vintage Brut,Champagne Blend,Louis Roederer,https://www.louis-roederer.com/sites/all/themes/roederer/static/medias/images/cristal-2008-bottle.jpg,"['fruit', 'citrus', 'apple', 'mineral']",sparkling,2008
940,1209,89729,France,"This new release from a great vintage for Chardonnay in Champagne is a perfect blanc de blancs, showing a wealth of intensity from the crisp, chalky, mineral tones to the perfumed apple notes. The aromas hint at developing toastiness that adds depth and complexity. The wine is still young and it will age for years. Drink from 2020.",Le Mesnil Blanc de Blancs Brut,100,617,Champagne,Champagne,,Roger Voss,@vossroger,Salon 2006 Le Mesnil Blanc de Blancs Brut Chardonnay,Chardonnay,Salon,https://www.wine-searcher.com/images/labels/79/68/11647968.jpg,"['apple', 'mineral']",white,2006
